GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description,Direction,Significant
54814,3.84e-20,1.5400000000000001e-22,0.0754,-9.768068,-0.736708,464.36,QPCTL,glutaminyl-peptide cyclotransferase like,NS,False
80022,4.08e-20,1.66e-22,0.0646,-9.760553,-0.6308982,1121.19,MYO15B,myosin XVB,NS,False
3897,4.43e-20,1.83e-22,0.0464,-9.751004,-0.4521856,1190.16,L1CAM,L1 cell adhesion molecule,NS,False
7355,4.53e-20,1.89e-22,0.0487,9.747407,0.4743945,1240.95,SLC35A2,solute carrier family 35 member A2,NS,False
8912,8.78e-20,3.72e-22,0.0514,-9.678581,-0.497192,3185.96,CACNA1H,calcium voltage-gated channel subunit alpha1 H,NS,False
23568,1.51e-19,6.47e-22,0.0448,9.621818,0.4311644,1586.65,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein,NS,False
1508,1.85e-19,8.03e-22,0.0437,-9.5995,-0.419927,11156.14,CTSB,cathepsin B,NS,False
8771,2.53e-19,1.1100000000000001e-21,0.1534,-9.565863,-1.467489,1334.52,TNFRSF6B,TNF receptor superfamily member 6b,Downregulated,True
123036,2.93e-19,1.3e-21,0.0615,-9.549432,-0.5874935,725.58,TC2N,"tandem C2 domains, nuclear",NS,False
401548,3.75e-19,1.6900000000000001e-21,0.0789,-9.522752,-0.7515636,2261.62,SNX30,sorting nexin family member 30,NS,False
51199,3.77e-19,1.72e-21,0.0436,-9.520975,-0.4148319,3197.3,NIN,ninein,NS,False
9114,5.38e-19,2.48e-21,0.0636,9.482813,0.6035109,1590.12,ATP6V0D1,ATPase H+ transporting V0 subunit d1,NS,False
203328,6.3e-19,2.9300000000000004e-21,0.086,-9.465064,-0.8138623,285.93,SUSD3,sushi domain containing 3,NS,False
100533107,7.96e-19,3.75e-21,0.0785,-9.439389,-0.7408986,2576.33,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate),NS,False
56953,8.87e-19,4.22e-21,0.111,-9.426903,-1.0466578,176.97,NT5M,"5',3'-nucleotidase, mitochondrial",Downregulated,True
254225,9.29e-19,4.47e-21,0.0574,-9.420925,-0.5411747,2169.73,RNF169,ring finger protein 169,NS,False
22931,1.6e-18,7.8e-21,0.0412,9.362283,0.3855251,2450.99,RAB18,"RAB18, member RAS oncogene family",NS,False
375791,1.88e-18,9.240000000000001e-21,0.1198,9.344427,1.1195318,121.75,CYSRT1,cysteine rich tail 1,Upregulated,True
92597,3.26e-18,1.62e-20,0.0404,-9.284719,-0.3746437,2559.17,MOB1B,MOB kinase activator 1B,NS,False
284361,5.27e-18,2.65e-20,0.0625,9.232335,0.5765886,4038.04,EMC10,ER membrane protein complex subunit 10,NS,False
11278,5.63e-18,2.86e-20,0.0773,-9.224021,-0.7126612,846.05,KLF12,KLF transcription factor 12,NS,False
5138,5.77e-18,2.96e-20,0.0959,-9.220394,-0.8841653,392.08,PDE2A,phosphodiesterase 2A,NS,False
79017,8.62e-18,4.47e-20,0.0644,-9.176069,-0.5912208,1354.36,GGCT,gamma-glutamylcyclotransferase,NS,False
27443,8.76e-18,4.59e-20,0.0768,-9.173293,-0.7046745,780.82,CECR2,CECR2 histone acetyl-lysine reader,NS,False
10999,8.82e-18,4.67e-20,0.0472,9.17149,0.4331223,1630.93,SLC27A4,solute carrier family 27 member 4,NS,False
7439,9.5e-18,5.08e-20,0.0709,9.162396,0.6494554,17237.59,BEST1,bestrophin 1,NS,False
55177,9.67e-18,5.22e-20,0.0487,9.15942,0.4459893,1063.85,RMDN3,regulator of microtubule dynamics 3,NS,False
3886,1.05e-17,5.72e-20,0.2222,9.149408,2.0326771,40.38,KRT35,keratin 35,Upregulated,True
9702,1.08e-17,5.94e-20,0.0688,-9.145501,-0.6296267,1254.99,CEP57,centrosomal protein 57,NS,False
1846,1.25e-17,6.92e-20,0.0523,-9.128935,-0.4777146,6694.41,DUSP4,dual specificity phosphatase 4,NS,False
282991,1.27e-17,7.14e-20,0.0492,9.125493,0.4490243,1777.15,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2,NS,False
11051,1.38e-17,7.79e-20,0.0451,-9.11606,-0.4115514,6335.72,NUDT21,nudix hydrolase 21,NS,False
1272,2.3e-17,1.31e-19,0.0977,9.059319,0.8850296,413.3,CNTN1,contactin 1,NS,False
7148,2.66e-17,1.53e-19,0.0736,-9.042388,-0.6657045,615.9,TNXB,tenascin XB,NS,False
28988,3.72e-17,2.16e-19,0.0651,9.004629,0.5859433,2286.3,DBNL,drebrin like,NS,False
388697,5.48e-17,3.22e-19,0.348,8.960909,3.1186733,70.61,HRNR,hornerin,Upregulated,True
2495,6.29e-17,3.72e-19,0.0718,8.944837,0.6419287,27114.38,FTH1,ferritin heavy chain 1,NS,False
5257,6.81e-17,4.07e-19,0.0499,8.934938,0.4459123,1798.89,PHKB,phosphorylase kinase regulatory subunit beta,NS,False
8609,7.18e-17,4.33e-19,0.0935,-8.928226,-0.835049,1124.01,KLF7,KLF transcription factor 7,NS,False
3301,8.35e-17,5.08e-19,0.0623,8.910457,0.5550384,7562.47,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1,NS,False
7633,8.47e-17,5.2e-19,0.0909,8.907956,0.8097271,281.35,ZNF79,zinc finger protein 79,NS,False
85236,8.89e-17,5.5e-19,0.1253,8.901645,1.1157296,532.93,H2BC12,H2B clustered histone 12,Upregulated,True
5155,1.01e-16,6.29e-19,0.0585,-8.88677,-0.5197521,709.39,PDGFB,platelet derived growth factor subunit B,NS,False
158219,1.01e-16,6.35e-19,0.0629,-8.885772,-0.5586026,607.35,TTC39B,tetratricopeptide repeat domain 39B,NS,False
5802,1.11e-16,7.03e-19,0.0576,-8.874432,-0.5109492,5055.32,PTPRS,protein tyrosine phosphatase receptor type S,NS,False
10672,1.27e-16,8.14e-19,0.0511,-8.858094,-0.4523823,3669.85,GNA13,G protein subunit alpha 13,NS,False
8938,1.3e-16,8.37e-19,0.0513,-8.855012,-0.4538504,2381.59,BAIAP3,BAI1 associated protein 3,NS,False
4549,1.37e-16,8.94e-19,0.0673,8.84763,0.5958718,86603.25,RNR1,s-rRNA,NS,False
57169,1.59e-16,1.04e-18,0.0711,8.830559,0.6280993,3518.84,ZNFX1,zinc finger NFX1-type containing 1,NS,False
1824,2.1e-16,1.39e-18,0.0599,8.798326,0.5271671,3884.37,DSC2,desmocollin 2,NS,False
8522,2.13e-16,1.42e-18,0.0718,-8.795611,-0.6317947,448.39,GAS7,growth arrest specific 7,NS,False
9922,2.34e-16,1.57e-18,0.0406,-8.784259,-0.3568132,2207.19,IQSEC1,IQ motif and Sec7 domain ArfGEF 1,NS,False
1355,2.82e-16,1.91e-18,0.0287,8.762403,0.2513235,4397.48,COX15,cytochrome c oxidase assembly homolog COX15,NS,False
374946,3.38e-16,2.3e-18,0.0787,8.741332,0.6882937,540.98,DRAXIN,dorsal inhibitory axon guidance protein,NS,False
3422,4.29e-16,2.95e-18,0.0716,-8.713342,-0.6240784,1407.86,IDI1,isopentenyl-diphosphate delta isomerase 1,NS,False
9480,4.52e-16,3.13e-18,0.0694,-8.70654,-0.6041602,1226.94,ONECUT2,one cut homeobox 2,NS,False
83857,5.04e-16,3.52e-18,0.1038,-8.693343,-0.9019931,208.26,TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1,NS,False
7461,5.05e-16,3.55e-18,0.0514,-8.692238,-0.4471785,2833.45,CLIP2,CAP-Gly domain containing linker protein 2,NS,False
6519,5.21e-16,3.69e-18,0.0605,8.687818,0.5259075,579.93,SLC3A1,solute carrier family 3 member 1,NS,False
656,6.73e-16,4.81e-18,0.0492,-8.657783,-0.426101,1043.84,BMP8B,bone morphogenetic protein 8b,NS,False
9581,7.55e-16,5.43e-18,0.0602,8.643948,0.5204842,1816.95,PREPL,prolyl endopeptidase like,NS,False
4791,7.94e-16,5.75e-18,0.062,-8.637322,-0.5357434,4283.92,NFKB2,nuclear factor kappa B subunit 2,NS,False
2298,8.5e-16,6.22e-18,0.1186,8.628459,1.0229871,111.94,FOXD4,forkhead box D4,Upregulated,True
1825,8.5e-16,6.25e-18,0.0657,8.627846,0.5669222,950.17,DSC3,desmocollin 3,NS,False
272,8.92e-16,6.61e-18,0.0666,8.621527,0.5745043,1293.96,AMPD3,adenosine monophosphate deaminase 3,NS,False
83716,9.1e-16,6.79e-18,0.0683,-8.61845,-0.588405,395.05,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2,NS,False
288,9.8e-16,7.36e-18,0.0808,-8.609164,-0.6957336,414.77,ANK3,ankyrin 3,NS,False
3480,1.05e-15,7.91e-18,0.0779,-8.600914,-0.6701316,1173.68,IGF1R,insulin like growth factor 1 receptor,NS,False
7089,1.07e-15,8.18e-18,0.0477,-8.597085,-0.4098834,1439.24,TLE2,"TLE family member 2, transcriptional corepressor",NS,False
1992,1.26e-15,9.7e-18,0.0632,-8.577412,-0.5421707,2948.94,SERPINB1,serpin family B member 1,NS,False
9536,1.26e-15,9.7e-18,0.0689,8.577452,0.591305,792.0,PTGES,prostaglandin E synthase,NS,False
654,1.36e-15,1.06e-17,0.0763,-8.567336,-0.6538934,382.16,BMP6,bone morphogenetic protein 6,NS,False
1500,1.41e-15,1.1e-17,0.0309,8.562617,0.2646675,5750.17,CTNND1,catenin delta 1,NS,False
9945,1.42e-15,1.12e-17,0.0863,-8.560836,-0.7389013,1061.18,GFPT2,glutamine-fructose-6-phosphate transaminase 2,NS,False
100528016,1.58e-15,1.25e-17,0.0295,8.548047,0.2520707,5884.96,TMX2-CTNND1,TMX2-CTNND1 readthrough (NMD candidate),NS,False
10269,1.83e-15,1.47e-17,0.0774,8.529824,0.6601292,2345.3,ZMPSTE24,zinc metallopeptidase STE24,NS,False
4535,1.85e-15,1.49e-17,0.0547,8.52819,0.4668673,73413.31,ND1,NADH dehydrogenase subunit 1,NS,False
25994,2.44e-15,1.97e-17,0.0513,8.495376,0.4360147,3097.19,HIGD1A,HIG1 hypoxia inducible domain family member 1A,NS,False
2181,2.5e-15,2.03e-17,0.099,-8.491817,-0.8403354,4858.07,ACSL3,acyl-CoA synthetase long chain family member 3,NS,False
154214,2.83e-15,2.32e-17,0.0593,-8.476412,-0.5029142,1449.62,RNF217,ring finger protein 217,NS,False
1182,2.86e-15,2.36e-17,0.0502,8.474424,0.4256807,5380.58,CLCN3,chloride voltage-gated channel 3,NS,False
9057,3.36e-15,2.79e-17,0.059,8.455104,0.4984868,1926.4,SLC7A6,solute carrier family 7 member 6,NS,False
4720,3.39e-15,2.83e-17,0.031,-8.453368,-0.2618816,3097.34,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,NS,False
10286,4.02e-15,3.38e-17,0.0458,8.432519,0.3858771,1389.53,BCAS2,BCAS2 pre-mRNA processing factor,NS,False
150759,4.18e-15,3.54e-17,0.0785,8.427339,0.6614063,464.95,LINC00342,long intergenic non-protein coding RNA 342,NS,False
5217,4.29e-15,3.65e-17,0.0367,8.423613,0.3091721,5846.94,PFN2,profilin 2,NS,False
53354,4.48e-15,3.84e-17,0.0733,8.417782,0.6170294,469.58,PANK1,pantothenate kinase 1,NS,False
11334,5.08e-15,4.38e-17,0.0823,8.402215,0.6912321,1385.85,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",NS,False
3895,5.9e-15,5.12e-17,0.0388,-8.38397,-0.3256927,6175.09,KTN1,kinectin 1,NS,False
23299,9.05e-15,7.9e-17,0.0411,8.332778,0.3421377,2562.89,BICD2,BICD cargo adaptor 2,NS,False
11337,1.06e-14,9.3e-17,0.0554,8.313396,0.4609753,3924.2,GABARAP,GABA type A receptor-associated protein,NS,False
2118,1.26e-14,1.11e-16,0.0512,-8.2919,-0.4246591,1967.49,ETV4,ETS variant transcription factor 4,NS,False
79751,1.28e-14,1.14e-16,0.0568,8.289705,0.4710188,2258.8,SLC25A22,solute carrier family 25 member 22,NS,False
27044,1.77e-14,1.59e-16,0.0292,-8.249765,-0.241025,6308.43,SND1,staphylococcal nuclease and tudor domain containing 1,NS,False
1717,2.25e-14,2.03e-16,0.0523,-8.220405,-0.4303073,2381.01,DHCR7,7-dehydrocholesterol reductase,NS,False
81543,2.25e-14,2.04e-16,0.0918,-8.219826,-0.7549039,793.05,LRRC3,leucine rich repeat containing 3,NS,False
114926,3.12e-14,2.84e-16,0.0785,-8.179801,-0.6418846,289.92,SMIM19,small integral membrane protein 19,NS,False
65009,3.3e-14,3.02e-16,0.0693,8.172398,0.5661612,1051.4,NDRG4,NDRG family member 4,NS,False
24139,3.32e-14,3.05e-16,0.0376,-8.17115,-0.30718,3186.37,EML2,EMAP like 2,NS,False
23025,3.51e-14,3.25e-16,0.0593,-8.163773,-0.4842918,3671.0,UNC13A,unc-13 homolog A,NS,False
9550,3.64e-14,3.39e-16,0.0489,8.158653,0.3987089,2323.97,ATP6V1G1,ATPase H+ transporting V1 subunit G1,NS,False
5979,3.89e-14,3.64e-16,0.0799,-8.15002,-0.6510907,623.8,RET,ret proto-oncogene,NS,False
389084,5.22e-14,4.94e-16,0.107,-8.113019,-0.8684139,441.26,SNORC,secondary ossification center associated regulator of chondrocyte maturation,NS,False
7264,5.22e-14,4.94e-16,0.0482,8.112886,0.3913733,1780.34,GFUS,GDP-L-fucose synthase,NS,False
163,5.91e-14,5.63e-16,0.0378,8.097025,0.305747,13176.89,AP2B1,adaptor related protein complex 2 subunit beta 1,NS,False
54932,7.23e-14,6.93e-16,0.086,-8.071784,-0.6941835,565.72,EXD3,exonuclease 3'-5' domain containing 3,NS,False
56261,7.55e-14,7.27e-16,0.0572,8.065838,0.4617163,1567.5,GPCPD1,glycerophosphocholine phosphodiesterase 1,NS,False
10484,8.13e-14,7.87e-16,0.0319,-8.056241,-0.2573219,4292.76,SEC23A,"SEC23 homolog A, COPII coat complex component",NS,False
439,8.24e-14,8.03e-16,0.0403,8.053804,0.3242563,2617.92,GET3,"guided entry of tail-anchored proteins factor 3, ATPase",NS,False
3028,8.68e-14,8.49e-16,0.0467,8.046891,0.3759365,1974.25,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10,NS,False
153769,1.02e-13,1.01e-15,0.0517,8.026051,0.4145566,955.92,SH3RF2,SH3 domain containing ring finger 2,NS,False
376267,1.06e-13,1.05e-15,0.0799,8.021011,0.6408749,430.49,RAB15,"RAB15, member RAS oncogene family",NS,False
2239,1.11e-13,1.1e-15,0.0436,-8.015157,-0.3495785,1095.3,GPC4,glypican 4,NS,False
8334,1.55e-13,1.55e-15,0.1689,7.973164,1.3466487,86.67,H2AC6,H2A clustered histone 6,Upregulated,True
829,1.58e-13,1.59e-15,0.0397,7.969904,0.3161192,6051.62,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,NS,False
57617,1.76e-13,1.78e-15,0.076,7.955948,0.6045284,1541.58,VPS18,VPS18 core subunit of CORVET and HOPS complexes,NS,False
345778,2.03e-13,2.06e-15,0.0489,-7.937608,-0.3884869,2720.34,MTX3,metaxin 3,NS,False
65981,2.11e-13,2.17e-15,0.0834,-7.93147,-0.6614236,2442.24,CAPRIN2,caprin family member 2,NS,False
107987251,2.11e-13,2.15e-15,0.198,7.932111,1.5702615,54.01,LOC107987251,,Upregulated,True
287,2.28e-13,2.37e-15,0.0998,7.920347,0.7901382,295.81,ANK2,ankyrin 2,NS,False
1852,2.28e-13,2.36e-15,0.0787,-7.920821,-0.6231987,626.3,DUSP9,dual specificity phosphatase 9,NS,False
9891,2.31e-13,2.4e-15,0.0937,-7.918557,-0.7421733,749.15,NUAK1,NUAK family kinase 1,NS,False
10944,2.4e-13,2.52e-15,0.0294,7.912736,0.2325605,5122.11,C11orf58,chromosome 11 open reading frame 58,NS,False
26995,3.07e-13,3.24e-15,0.0491,7.881487,0.3867397,1378.26,TRUB2,TruB pseudouridine synthase family member 2,NS,False
26999,3.25e-13,3.44e-15,0.0745,7.873959,0.5863759,5108.38,CYFIP2,cytoplasmic FMR1 interacting protein 2,NS,False
145567,3.48e-13,3.71e-15,0.0523,-7.864498,-0.41136,1304.64,TTC7B,tetratricopeptide repeat domain 7B,NS,False
59307,3.78e-13,4.04e-15,0.0491,-7.853754,-0.3852753,1239.66,SIGIRR,single Ig and TIR domain containing,NS,False
254531,4.4e-13,4.73e-15,0.0566,-7.83387,-0.4433675,1815.37,LPCAT4,lysophosphatidylcholine acyltransferase 4,NS,False
84541,4.73e-13,5.11e-15,0.1232,7.824138,0.9639499,163.73,KBTBD8,kelch repeat and BTB domain containing 8,NS,False
253832,4.73e-13,5.13e-15,0.0328,-7.823786,-0.2565978,5948.17,ZDHHC20,zinc finger DHHC-type palmitoyltransferase 20,NS,False
23200,5e-13,5.45e-15,0.049,-7.816039,-0.3831727,3158.15,ATP11B,ATPase phospholipid transporting 11B (putative),NS,False
101927858,5e-13,5.48e-15,0.1174,-7.815407,-0.9172257,116.31,RNF32-AS1,RNF32 antisense RNA 1,NS,False
2029,5.11e-13,5.63e-15,0.0358,7.812072,0.2797229,3557.25,ENSA,endosulfine alpha,NS,False
112637020,5.31e-13,5.87e-15,0.0791,-7.806686,-0.6171891,337.45,SREBF2-AS1,SREBF2 antisense RNA 1,NS,False
9633,5.48e-13,6.09e-15,0.0846,-7.801983,-0.6601652,497.88,TESMIN,testis expressed metallothionein like protein,NS,False
10094,6.24e-13,6.96e-15,0.068,7.785171,0.5295831,3298.84,ARPC3,actin related protein 2/3 complex subunit 3,NS,False
