Date,Country/Region,Country_Code,Confirmed,Deaths,New_Cases,New_Deaths,New_Cases_7Day_Avg,Mortality_Rate_%
2020-02-27,Afghanistan,AFG,1,0,0.0,0.0,0.14285714285714285,0.0
2020-02-28,Afghanistan,AFG,1,0,0.0,0.0,0.14285714285714285,0.0
2020-02-29,Afghanistan,AFG,1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-01,Afghanistan,AFG,1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-02,Afghanistan,AFG,1,0,0.0,0.0,0.0,0.0
2020-03-03,Afghanistan,AFG,1,0,0.0,0.0,0.0,0.0
2020-03-04,Afghanistan,AFG,1,0,0.0,0.0,0.0,0.0
2020-03-05,Afghanistan,AFG,1,0,0.0,0.0,0.0,0.0
2020-03-06,Afghanistan,AFG,1,0,0.0,0.0,0.0,0.0
2020-03-07,Afghanistan,AFG,1,0,0.0,0.0,0.0,0.0
2020-03-08,Afghanistan,AFG,4,0,3.0,0.0,0.42857142857142855,0.0
2020-03-09,Afghanistan,AFG,4,0,0.0,0.0,0.42857142857142855,0.0
2020-03-10,Afghanistan,AFG,5,0,1.0,0.0,0.5714285714285714,0.0
2020-03-11,Afghanistan,AFG,7,0,2.0,0.0,0.8571428571428571,0.0
2020-03-12,Afghanistan,AFG,7,0,0.0,0.0,0.8571428571428571,0.0
2020-03-13,Afghanistan,AFG,7,0,0.0,0.0,0.8571428571428571,0.0
2020-03-14,Afghanistan,AFG,11,0,4.0,0.0,1.4285714285714286,0.0
2020-03-15,Afghanistan,AFG,16,0,5.0,0.0,1.7142857142857142,0.0
2020-03-16,Afghanistan,AFG,21,0,5.0,0.0,2.4285714285714284,0.0
2020-03-17,Afghanistan,AFG,22,0,1.0,0.0,2.4285714285714284,0.0
2020-03-18,Afghanistan,AFG,22,0,0.0,0.0,2.142857142857143,0.0
2020-03-19,Afghanistan,AFG,22,0,0.0,0.0,2.142857142857143,0.0
2020-03-20,Afghanistan,AFG,24,0,2.0,0.0,2.4285714285714284,0.0
2020-03-21,Afghanistan,AFG,24,0,0.0,0.0,1.8571428571428572,0.0
2020-03-22,Afghanistan,AFG,40,1,16.0,1.0,3.4285714285714284,2.5
2020-03-23,Afghanistan,AFG,40,1,0.0,0.0,2.7142857142857144,2.5
2020-03-24,Afghanistan,AFG,74,1,34.0,0.0,7.428571428571429,1.3513513513513513
2020-03-25,Afghanistan,AFG,84,2,10.0,1.0,8.857142857142858,2.380952380952381
2020-03-26,Afghanistan,AFG,94,4,10.0,2.0,10.285714285714286,4.25531914893617
2020-03-27,Afghanistan,AFG,110,4,16.0,0.0,12.285714285714286,3.6363636363636362
2020-03-28,Afghanistan,AFG,110,4,0.0,0.0,12.285714285714286,3.6363636363636362
2020-03-29,Afghanistan,AFG,120,4,10.0,0.0,11.428571428571429,3.3333333333333335
2020-03-30,Afghanistan,AFG,170,4,50.0,0.0,18.571428571428573,2.3529411764705883
2020-03-31,Afghanistan,AFG,174,4,4.0,0.0,14.285714285714286,2.2988505747126435
2020-04-01,Afghanistan,AFG,237,4,63.0,0.0,21.857142857142858,1.6877637130801686
2020-04-02,Afghanistan,AFG,273,6,36.0,2.0,25.571428571428573,2.197802197802198
2020-04-03,Afghanistan,AFG,281,6,8.0,0.0,24.428571428571427,2.135231316725979
2020-04-04,Afghanistan,AFG,299,7,18.0,1.0,27.0,2.341137123745819
2020-04-05,Afghanistan,AFG,349,7,50.0,0.0,32.714285714285715,2.005730659025788
2020-04-06,Afghanistan,AFG,367,11,18.0,4.0,28.142857142857142,2.997275204359673
2020-04-07,Afghanistan,AFG,423,14,56.0,3.0,35.57142857142857,3.309692671394799
2020-04-08,Afghanistan,AFG,444,14,21.0,0.0,29.571428571428573,3.153153153153153
2020-04-09,Afghanistan,AFG,484,15,40.0,1.0,30.142857142857142,3.0991735537190084
2020-04-10,Afghanistan,AFG,521,15,37.0,0.0,34.285714285714285,2.8790786948176583
2020-04-11,Afghanistan,AFG,555,18,34.0,3.0,36.57142857142857,3.2432432432432434
2020-04-12,Afghanistan,AFG,607,18,52.0,0.0,36.857142857142854,2.9654036243822075
2020-04-13,Afghanistan,AFG,665,21,58.0,3.0,42.57142857142857,3.1578947368421053
2020-04-14,Afghanistan,AFG,714,23,49.0,2.0,41.57142857142857,3.221288515406162
2020-04-15,Afghanistan,AFG,784,25,70.0,2.0,48.57142857142857,3.188775510204082
2020-04-16,Afghanistan,AFG,840,30,56.0,5.0,50.857142857142854,3.571428571428571
2020-04-17,Afghanistan,AFG,906,30,66.0,0.0,55.0,3.3112582781456954
2020-04-18,Afghanistan,AFG,933,30,27.0,0.0,54.0,3.215434083601286
2020-04-19,Afghanistan,AFG,996,33,63.0,3.0,55.57142857142857,3.313253012048193
2020-04-20,Afghanistan,AFG,1026,36,30.0,3.0,51.57142857142857,3.508771929824561
2020-04-21,Afghanistan,AFG,1092,36,66.0,0.0,54.0,3.296703296703297
2020-04-22,Afghanistan,AFG,1176,40,84.0,4.0,56.0,3.4013605442176873
2020-04-23,Afghanistan,AFG,1279,42,103.0,2.0,62.714285714285715,3.2838154808444098
2020-04-24,Afghanistan,AFG,1351,43,72.0,1.0,63.57142857142857,3.182827535159141
2020-04-25,Afghanistan,AFG,1463,47,112.0,4.0,75.71428571428571,3.2125768967874233
2020-04-26,Afghanistan,AFG,1531,50,68.0,3.0,76.42857142857143,3.2658393207054215
2020-04-27,Afghanistan,AFG,1703,57,172.0,7.0,96.71428571428571,3.3470346447445682
2020-04-28,Afghanistan,AFG,1828,58,125.0,1.0,105.14285714285714,3.1728665207877462
2020-04-29,Afghanistan,AFG,1939,60,111.0,2.0,109.0,3.094378545642084
2020-04-30,Afghanistan,AFG,2171,64,232.0,4.0,127.42857142857143,2.947950253339475
2020-05-01,Afghanistan,AFG,2335,68,164.0,4.0,140.57142857142858,2.9122055674518204
2020-05-02,Afghanistan,AFG,2469,72,134.0,4.0,143.71428571428572,2.916160388821385
2020-05-03,Afghanistan,AFG,2704,85,235.0,13.0,167.57142857142858,3.143491124260355
2020-05-04,Afghanistan,AFG,2894,90,190.0,5.0,170.14285714285714,3.1098825155494123
2020-05-05,Afghanistan,AFG,3224,95,330.0,5.0,199.42857142857142,2.946650124069479
2020-05-06,Afghanistan,AFG,3392,104,168.0,9.0,207.57142857142858,3.0660377358490565
2020-05-07,Afghanistan,AFG,3563,106,171.0,2.0,198.85714285714286,2.9750210496772382
2020-05-08,Afghanistan,AFG,3778,109,215.0,3.0,206.14285714285714,2.885124404446797
2020-05-09,Afghanistan,AFG,4033,115,255.0,6.0,223.42857142857142,2.851475328539549
2020-05-10,Afghanistan,AFG,4402,120,369.0,5.0,242.57142857142858,2.7260336210813265
2020-05-11,Afghanistan,AFG,4687,122,285.0,2.0,256.14285714285717,2.6029443140601667
2020-05-12,Afghanistan,AFG,4963,127,276.0,5.0,248.42857142857142,2.5589361273423332
2020-05-13,Afghanistan,AFG,5226,132,263.0,5.0,262.0,2.525832376578645
2020-05-14,Afghanistan,AFG,5639,136,413.0,4.0,296.57142857142856,2.4117751374357157
2020-05-15,Afghanistan,AFG,6053,153,414.0,17.0,325.0,2.527672228646952
2020-05-16,Afghanistan,AFG,6402,168,349.0,15.0,338.42857142857144,2.6241799437675724
2020-05-17,Afghanistan,AFG,6664,169,262.0,1.0,323.14285714285717,2.536014405762305
2020-05-18,Afghanistan,AFG,7072,173,408.0,4.0,340.7142857142857,2.446266968325792
2020-05-19,Afghanistan,AFG,7653,178,581.0,5.0,384.2857142857143,2.325885273748857
2020-05-20,Afghanistan,AFG,8145,187,492.0,9.0,417.0,2.2958870472682626
2020-05-21,Afghanistan,AFG,8676,193,531.0,6.0,433.85714285714283,2.2245274319963118
2020-05-22,Afghanistan,AFG,9216,205,540.0,12.0,451.85714285714283,2.224392361111111
2020-05-23,Afghanistan,AFG,9998,216,782.0,11.0,513.7142857142857,2.1604320864172832
2020-05-24,Afghanistan,AFG,10582,218,584.0,2.0,559.7142857142857,2.0601020601020603
2020-05-25,Afghanistan,AFG,11173,219,591.0,1.0,585.8571428571429,1.9600823413586326
2020-05-26,Afghanistan,AFG,11831,220,658.0,1.0,596.8571428571429,1.859521595807624
2020-05-27,Afghanistan,AFG,12456,227,625.0,7.0,615.8571428571429,1.8224149004495827
2020-05-28,Afghanistan,AFG,13036,235,580.0,8.0,622.8571428571429,1.8027002147898128
2020-05-29,Afghanistan,AFG,13659,246,623.0,11.0,634.7142857142857,1.8010103228640457
2020-05-30,Afghanistan,AFG,14525,249,866.0,3.0,646.7142857142857,1.7142857142857144
2020-05-31,Afghanistan,AFG,15205,257,680.0,8.0,660.4285714285714,1.6902334758303188
2020-06-01,Afghanistan,AFG,15750,265,545.0,8.0,653.8571428571429,1.6825396825396828
2020-06-02,Afghanistan,AFG,16509,270,759.0,5.0,668.2857142857143,1.6354715609667454
2020-06-03,Afghanistan,AFG,17267,294,758.0,24.0,687.2857142857143,1.7026698326287135
2020-06-04,Afghanistan,AFG,18054,300,787.0,6.0,716.8571428571429,1.6616816218012629
2020-06-05,Afghanistan,AFG,18969,309,915.0,9.0,758.5714285714286,1.6289735884864778
2020-06-06,Afghanistan,AFG,19551,327,582.0,18.0,718.0,1.6725487187356145
2020-06-07,Afghanistan,AFG,20342,357,791.0,30.0,733.8571428571429,1.7549896765313144
2020-06-08,Afghanistan,AFG,20917,369,575.0,12.0,738.1428571428571,1.76411531290338
2020-06-09,Afghanistan,AFG,21459,384,542.0,15.0,707.1428571428571,1.7894589682650637
2020-06-10,Afghanistan,AFG,22142,405,683.0,21.0,696.4285714285714,1.829103062054015
2020-06-11,Afghanistan,AFG,22890,426,748.0,21.0,690.8571428571429,1.8610747051114023
2020-06-12,Afghanistan,AFG,23546,446,656.0,20.0,653.8571428571429,1.8941646139471673
2020-06-13,Afghanistan,AFG,24102,451,556.0,5.0,650.1428571428571,1.8712140071363372
2020-06-14,Afghanistan,AFG,24766,471,664.0,20.0,632.0,1.901800856012275
2020-06-15,Afghanistan,AFG,25527,478,761.0,7.0,658.5714285714286,1.8725271281388334
2020-06-16,Afghanistan,AFG,26310,491,783.0,13.0,693.0,1.8662105663245914
2020-06-17,Afghanistan,AFG,26874,504,564.0,13.0,676.0,1.8754186202277294
2020-06-18,Afghanistan,AFG,27532,546,658.0,42.0,663.1428571428571,1.9831468836263257
2020-06-19,Afghanistan,AFG,27878,548,346.0,2.0,618.8571428571429,1.965707726522706
2020-06-20,Afghanistan,AFG,28424,569,546.0,21.0,617.4285714285714,2.0018294399099354
2020-06-21,Afghanistan,AFG,28833,581,409.0,12.0,581.0,2.015052197135227
2020-06-22,Afghanistan,AFG,29157,598,324.0,17.0,518.5714285714286,2.050965462839112
2020-06-23,Afghanistan,AFG,29481,618,324.0,20.0,453.0,2.096265391268953
2020-06-24,Afghanistan,AFG,29640,639,159.0,21.0,395.14285714285717,2.1558704453441297
2020-06-25,Afghanistan,AFG,30175,675,535.0,36.0,377.57142857142856,2.236951118475559
2020-06-26,Afghanistan,AFG,30451,683,276.0,8.0,367.57142857142856,2.242947686447079
2020-06-27,Afghanistan,AFG,30616,703,165.0,20.0,313.14285714285717,2.2961850013065064
2020-06-28,Afghanistan,AFG,30967,721,351.0,18.0,304.85714285714283,2.3282849484935575
2020-06-29,Afghanistan,AFG,31238,733,271.0,12.0,297.2857142857143,2.3465010564056596
2020-06-30,Afghanistan,AFG,31517,746,279.0,13.0,290.85714285714283,2.3669765523368342
2020-07-01,Afghanistan,AFG,31836,774,319.0,28.0,313.7142857142857,2.431209950998869
2020-07-02,Afghanistan,AFG,32022,807,186.0,33.0,263.85714285714283,2.520142402098557
2020-07-03,Afghanistan,AFG,32324,819,302.0,12.0,267.57142857142856,2.5337210741244895
2020-07-04,Afghanistan,AFG,32672,826,348.0,7.0,293.7142857142857,2.528158667972576
2020-07-05,Afghanistan,AFG,32951,864,279.0,38.0,283.42857142857144,2.622075202573518
2020-07-06,Afghanistan,AFG,33190,898,239.0,34.0,278.85714285714283,2.7056342271768603
2020-07-07,Afghanistan,AFG,33384,920,194.0,22.0,266.7142857142857,2.7558111670261205
2020-07-08,Afghanistan,AFG,33594,936,210.0,16.0,251.14285714285714,2.786211823539918
2020-07-09,Afghanistan,AFG,33908,957,314.0,21.0,269.42857142857144,2.8223428099563526
2020-07-10,Afghanistan,AFG,34194,971,286.0,14.0,267.14285714285717,2.83967947593145
2020-07-11,Afghanistan,AFG,34366,994,172.0,23.0,242.0,2.892393644881569
2020-07-12,Afghanistan,AFG,34451,1010,85.0,16.0,214.28571428571428,2.931700095788221
2020-07-13,Afghanistan,AFG,34455,1012,4.0,2.0,180.71428571428572,2.9371644173559712
2020-07-14,Afghanistan,AFG,34740,1048,285.0,36.0,193.71428571428572,3.016695451928612
2020-07-15,Afghanistan,AFG,34994,1094,254.0,46.0,200.0,3.1262502143224555
2020-07-16,Afghanistan,AFG,35070,1113,76.0,19.0,166.0,3.1736526946107784
2020-07-17,Afghanistan,AFG,35229,1147,159.0,34.0,147.85714285714286,3.255840358795311
2020-07-18,Afghanistan,AFG,35301,1164,72.0,17.0,133.57142857142858,3.2973570153820004
2020-07-19,Afghanistan,AFG,35475,1181,174.0,17.0,146.28571428571428,3.3291050035236083
2020-07-20,Afghanistan,AFG,35526,1185,51.0,4.0,153.0,3.3355852052018244
2020-07-21,Afghanistan,AFG,35615,1186,89.0,1.0,125.0,3.330057560016847
2020-07-22,Afghanistan,AFG,35727,1190,112.0,4.0,104.71428571428571,3.3308142301340724
2020-07-23,Afghanistan,AFG,35928,1211,201.0,21.0,122.57142857142857,3.3706301491872632
2020-07-24,Afghanistan,AFG,35981,1225,53.0,14.0,107.42857142857143,3.4045746366137686
2020-07-25,Afghanistan,AFG,36036,1248,55.0,23.0,105.0,3.463203463203463
2020-07-26,Afghanistan,AFG,36157,1259,121.0,11.0,97.42857142857143,3.482036673396576
2020-07-27,Afghanistan,AFG,36263,1269,106.0,10.0,105.28571428571429,3.499434685492099
2020-01-22,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-23,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-24,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-25,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-26,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-27,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-28,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-29,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-30,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-01-31,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-01,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-02,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-03,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-04,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-05,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-06,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-07,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-08,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-09,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-10,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-11,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-12,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-13,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-14,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-15,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-16,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-17,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-18,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-19,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-20,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-21,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-22,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-23,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-24,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-25,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-26,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-27,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-28,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-02-29,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-01,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-02,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-03,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-04,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-05,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-06,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-07,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-08,Albania,ALB,0,0,0.0,0.0,0.0,0.0
2020-03-09,Albania,ALB,2,0,2.0,0.0,0.2857142857142857,0.0
2020-03-10,Albania,ALB,10,0,8.0,0.0,1.4285714285714286,0.0
2020-03-11,Albania,ALB,12,1,2.0,1.0,1.7142857142857142,8.333333333333332
2020-03-12,Albania,ALB,23,1,11.0,0.0,3.2857142857142856,4.3478260869565215
2020-03-13,Albania,ALB,33,1,10.0,0.0,4.714285714285714,3.0303030303030303
2020-03-14,Albania,ALB,38,1,5.0,0.0,5.428571428571429,2.631578947368421
2020-03-15,Albania,ALB,42,1,4.0,0.0,6.0,2.380952380952381
2020-03-16,Albania,ALB,51,1,9.0,0.0,7.0,1.9607843137254901
2020-03-17,Albania,ALB,55,1,4.0,0.0,6.428571428571429,1.8181818181818181
2020-03-18,Albania,ALB,59,2,4.0,1.0,6.714285714285714,3.389830508474576
2020-03-19,Albania,ALB,64,2,5.0,0.0,5.857142857142857,3.125
2020-03-20,Albania,ALB,70,2,6.0,0.0,5.285714285714286,2.857142857142857
2020-03-21,Albania,ALB,76,2,6.0,0.0,5.428571428571429,2.631578947368421
2020-03-22,Albania,ALB,89,2,13.0,0.0,6.714285714285714,2.247191011235955
2020-03-23,Albania,ALB,104,4,15.0,2.0,7.571428571428571,3.8461538461538463
2020-03-24,Albania,ALB,123,5,19.0,1.0,9.714285714285714,4.0650406504065035
2020-03-25,Albania,ALB,146,5,23.0,0.0,12.428571428571429,3.4246575342465753
2020-03-26,Albania,ALB,174,6,28.0,1.0,15.714285714285714,3.4482758620689653
2020-03-27,Albania,ALB,186,8,12.0,2.0,16.571428571428573,4.301075268817205
2020-03-28,Albania,ALB,197,10,11.0,2.0,17.285714285714285,5.0761421319796955
2020-03-29,Albania,ALB,212,10,15.0,0.0,17.571428571428573,4.716981132075472
2020-03-30,Albania,ALB,223,11,11.0,1.0,17.0,4.932735426008969
2020-03-31,Albania,ALB,243,15,20.0,4.0,17.142857142857142,6.172839506172839
2020-04-01,Albania,ALB,259,15,16.0,0.0,16.142857142857142,5.7915057915057915
2020-04-02,Albania,ALB,277,16,18.0,1.0,14.714285714285714,5.776173285198556
2020-04-03,Albania,ALB,304,17,27.0,1.0,16.857142857142858,5.592105263157895
2020-04-04,Albania,ALB,333,20,29.0,3.0,19.428571428571427,6.006006006006006
2020-04-05,Albania,ALB,361,20,28.0,0.0,21.285714285714285,5.540166204986149
2020-04-06,Albania,ALB,377,21,16.0,1.0,22.0,5.570291777188329
2020-04-07,Albania,ALB,383,22,6.0,1.0,20.0,5.7441253263707575
2020-04-08,Albania,ALB,400,22,17.0,0.0,20.142857142857142,5.5
2020-04-09,Albania,ALB,409,23,9.0,1.0,18.857142857142858,5.623471882640587
2020-04-10,Albania,ALB,416,23,7.0,0.0,16.0,5.528846153846153
2020-04-11,Albania,ALB,433,23,17.0,0.0,14.285714285714286,5.311778290993072
2020-04-12,Albania,ALB,446,23,13.0,0.0,12.142857142857142,5.15695067264574
2020-04-13,Albania,ALB,467,23,21.0,0.0,12.857142857142858,4.925053533190578
2020-04-14,Albania,ALB,475,24,8.0,1.0,13.142857142857142,5.052631578947368
2020-04-15,Albania,ALB,494,25,19.0,1.0,13.428571428571429,5.060728744939271
2020-04-16,Albania,ALB,518,26,24.0,1.0,15.571428571428571,5.019305019305019
2020-04-17,Albania,ALB,539,26,21.0,0.0,17.571428571428573,4.823747680890538
2020-04-18,Albania,ALB,548,26,9.0,0.0,16.428571428571427,4.744525547445255
2020-04-19,Albania,ALB,562,26,14.0,0.0,16.571428571428573,4.6263345195729535
2020-04-20,Albania,ALB,584,26,22.0,0.0,16.714285714285715,4.4520547945205475
2020-04-21,Albania,ALB,609,26,25.0,0.0,19.142857142857142,4.269293924466338
2020-04-22,Albania,ALB,634,27,25.0,1.0,20.0,4.2586750788643535
2020-04-23,Albania,ALB,663,27,29.0,0.0,20.714285714285715,4.072398190045249
2020-04-24,Albania,ALB,678,27,15.0,0.0,19.857142857142858,3.982300884955752
2020-04-25,Albania,ALB,712,27,34.0,0.0,23.428571428571427,3.7921348314606744
2020-04-26,Albania,ALB,726,28,14.0,1.0,23.428571428571427,3.8567493112947657
2020-04-27,Albania,ALB,736,28,10.0,0.0,21.714285714285715,3.804347826086957
2020-04-28,Albania,ALB,750,30,14.0,2.0,20.142857142857142,4.0
2020-04-29,Albania,ALB,766,30,16.0,0.0,18.857142857142858,3.91644908616188
2020-04-30,Albania,ALB,773,31,7.0,1.0,15.714285714285714,4.010349288486417
2020-05-01,Albania,ALB,782,31,9.0,0.0,14.857142857142858,3.9641943734015346
2020-05-02,Albania,ALB,789,31,7.0,0.0,11.0,3.929024081115336
2020-05-03,Albania,ALB,795,31,6.0,0.0,9.857142857142858,3.89937106918239
2020-05-04,Albania,ALB,803,31,8.0,0.0,9.571428571428571,3.8605230386052307
2020-05-05,Albania,ALB,820,31,17.0,0.0,10.0,3.7804878048780486
2020-05-06,Albania,ALB,832,31,12.0,0.0,9.428571428571429,3.7259615384615383
2020-05-07,Albania,ALB,842,31,10.0,0.0,9.857142857142858,3.681710213776722
2020-05-08,Albania,ALB,850,31,8.0,0.0,9.714285714285714,3.6470588235294117
2020-05-09,Albania,ALB,856,31,6.0,0.0,9.571428571428571,3.6214953271028034
2020-05-10,Albania,ALB,868,31,12.0,0.0,10.428571428571429,3.571428571428571
2020-05-11,Albania,ALB,872,31,4.0,0.0,9.857142857142858,3.555045871559633
2020-05-12,Albania,ALB,876,31,4.0,0.0,8.0,3.5388127853881275
2020-05-13,Albania,ALB,880,31,4.0,0.0,6.857142857142857,3.5227272727272725
2020-05-14,Albania,ALB,898,31,18.0,0.0,8.0,3.4521158129175946
2020-05-15,Albania,ALB,916,31,18.0,0.0,9.428571428571429,3.384279475982533
2020-05-16,Albania,ALB,933,31,17.0,0.0,11.0,3.322615219721329
2020-05-17,Albania,ALB,946,31,13.0,0.0,11.142857142857142,3.276955602536998
2020-05-18,Albania,ALB,948,31,2.0,0.0,10.857142857142858,3.2700421940928273
2020-05-19,Albania,ALB,949,31,1.0,0.0,10.428571428571429,3.2665964172813484
2020-05-20,Albania,ALB,964,31,15.0,0.0,12.0,3.2157676348547715
2020-05-21,Albania,ALB,969,31,5.0,0.0,10.142857142857142,3.199174406604747
2020-05-22,Albania,ALB,981,31,12.0,0.0,9.285714285714286,3.1600407747196737
2020-05-23,Albania,ALB,989,31,8.0,0.0,8.0,3.1344792719919106
2020-05-24,Albania,ALB,998,32,9.0,1.0,7.428571428571429,3.2064128256513023
2020-05-25,Albania,ALB,1004,32,6.0,0.0,8.0,3.187250996015936
2020-05-26,Albania,ALB,1029,33,25.0,1.0,11.428571428571429,3.206997084548105
2020-05-27,Albania,ALB,1050,33,21.0,0.0,12.285714285714286,3.1428571428571432
2020-05-28,Albania,ALB,1076,33,26.0,0.0,15.285714285714286,3.066914498141264
2020-05-29,Albania,ALB,1099,33,23.0,0.0,16.857142857142858,3.002729754322111
2020-05-30,Albania,ALB,1122,33,23.0,0.0,19.0,2.941176470588235
2020-05-31,Albania,ALB,1137,33,15.0,0.0,19.857142857142858,2.9023746701846966
2020-06-01,Albania,ALB,1143,33,6.0,0.0,19.857142857142858,2.8871391076115485
2020-06-02,Albania,ALB,1164,33,21.0,0.0,19.285714285714285,2.8350515463917527
2020-06-03,Albania,ALB,1184,33,20.0,0.0,19.142857142857142,2.7871621621621623
2020-06-04,Albania,ALB,1197,33,13.0,0.0,17.285714285714285,2.756892230576441
2020-06-05,Albania,ALB,1212,33,15.0,0.0,16.142857142857142,2.722772277227723
2020-06-06,Albania,ALB,1232,34,20.0,1.0,15.714285714285714,2.75974025974026
